transaction_id,account_id,transaction_date,post_date,transaction_type,amount,balance_after,status,description
SAV_TXN_1734,SAV_1013,2023-01-03,2023-01-03,INTEREST,283.9466486091619,1669.806861458806,COMPLETED,Regular savings transaction
SAV_TXN_1735,SAV_1013,2023-01-20,2023-01-20,TRANSFER,406.77850994535237,3464.0678744527086,COMPLETED,Regular savings transaction
SAV_TXN_1736,SAV_1013,2023-04-19,2023-04-19,INTEREST,337.7823253024483,6380.4120195301975,COMPLETED,Regular savings transaction
SAV_TXN_1737,SAV_1013,2023-05-27,2023-05-27,WITHDRAWAL,1512.2412292904678,3186.6737534015256,COMPLETED,Regular savings transaction
SAV_TXN_1738,SAV_1013,2023-12-15,2023-12-15,DEPOSIT,479.09518813152545,3966.163230073967,COMPLETED,Regular savings transaction
SAV_TXN_1739,SAV_1013,2023-07-12,2023-07-12,INTEREST,1392.0085029267186,4170.2200374302165,COMPLETED,Regular savings transaction
SAV_TXN_1740,SAV_1013,2023-10-06,2023-10-06,INTEREST,118.01728094641467,4403.49713498494,COMPLETED,Regular savings transaction
SAV_TXN_1741,SAV_1013,2023-04-17,2023-04-17,TRANSFER,855.5655954923416,6970.455417898548,COMPLETED,Regular savings transaction
SAV_TXN_1742,SAV_1013,2023-09-28,2023-09-28,INTEREST,217.58719665240503,11725.71176483905,COMPLETED,Regular savings transaction
SAV_TXN_1743,SAV_1013,2023-03-10,2023-03-10,TRANSFER,414.08642610974226,5766.177406552107,COMPLETED,Regular savings transaction
SAV_TXN_1744,SAV_1013,2023-05-03,2023-05-03,INTEREST,363.72075501428293,16197.756432063554,COMPLETED,Regular savings transaction
SAV_TXN_1745,SAV_1013,2023-05-08,2023-05-08,INTEREST,425.95410821857115,2276.697771212556,COMPLETED,Regular savings transaction
SAV_TXN_1746,SAV_1013,2023-12-23,2023-12-23,WITHDRAWAL,619.2348489248943,16649.536469745315,COMPLETED,Regular savings transaction
SAV_TXN_1747,SAV_1013,2023-01-27,2023-01-27,INTEREST,992.1356248203376,39095.597108850976,COMPLETED,Regular savings transaction
SAV_TXN_1748,SAV_1013,2023-05-17,2023-05-17,TRANSFER,359.423651483846,25159.78197673793,COMPLETED,Regular savings transaction
SAV_TXN_1749,SAV_1013,2023-07-08,2023-07-08,INTEREST,300.7984176736613,3037.3290563811984,COMPLETED,Regular savings transaction
SAV_TXN_1750,SAV_1013,2023-08-31,2023-08-31,TRANSFER,526.3014204126645,3751.664015157821,COMPLETED,Regular savings transaction
SAV_TXN_1751,SAV_1013,2023-03-18,2023-03-18,TRANSFER,910.2209812577097,5516.263551340329,COMPLETED,Regular savings transaction
SAV_TXN_1752,SAV_1013,2023-12-12,2023-12-12,WITHDRAWAL,2503.72973231364,3422.3813294436222,COMPLETED,Regular savings transaction
SAV_TXN_1753,SAV_1013,2023-09-03,2023-09-03,WITHDRAWAL,1118.008692098782,7385.326177475614,COMPLETED,Regular savings transaction
SAV_TXN_1754,SAV_1013,2023-07-14,2023-07-14,WITHDRAWAL,314.4338918765246,193.24294449413674,COMPLETED,Regular savings transaction
SAV_TXN_1755,SAV_1013,2023-11-27,2023-11-27,TRANSFER,259.0298105766014,3124.57903798402,COMPLETED,Regular savings transaction
SAV_TXN_1756,SAV_1013,2023-07-12,2023-07-12,TRANSFER,796.2973701089961,1171.256831038088,COMPLETED,Regular savings transaction
SAV_TXN_1757,SAV_1013,2023-01-08,2023-01-08,DEPOSIT,176.25735793759802,7997.054320163636,COMPLETED,Regular savings transaction
SAV_TXN_1758,SAV_1013,2023-11-10,2023-11-10,INTEREST,409.29184403462057,20871.432017415143,COMPLETED,Regular savings transaction
SAV_TXN_1759,SAV_1013,2023-07-14,2023-07-14,WITHDRAWAL,1449.9614921377874,10410.709370489405,COMPLETED,Regular savings transaction
SAV_TXN_1760,SAV_1013,2023-07-04,2023-07-04,DEPOSIT,120.68469943548162,997.8894331028093,COMPLETED,Regular savings transaction
SAV_TXN_1761,SAV_1013,2023-02-24,2023-02-24,DEPOSIT,991.2965076843232,2176.456130015517,COMPLETED,Regular savings transaction
SAV_TXN_1762,SAV_1013,2023-11-19,2023-11-19,INTEREST,669.7725554346091,15150.281502564558,COMPLETED,Regular savings transaction
SAV_TXN_1763,SAV_1013,2023-01-05,2023-01-05,INTEREST,181.61884090384618,17668.12736594834,COMPLETED,Regular savings transaction
SAV_TXN_1764,SAV_1013,2023-02-19,2023-02-19,INTEREST,305.20289081977484,6550.122733715626,COMPLETED,Regular savings transaction
SAV_TXN_1765,SAV_1013,2023-10-25,2023-10-25,WITHDRAWAL,417.61881575997,6218.742759085732,COMPLETED,Regular savings transaction
SAV_TXN_1766,SAV_1013,2023-01-28,2023-01-28,WITHDRAWAL,228.5879497802563,3856.042448656169,COMPLETED,Regular savings transaction
SAV_TXN_1767,SAV_1013,2023-10-18,2023-10-18,TRANSFER,204.57242543797722,19564.215429908196,COMPLETED,Regular savings transaction
SAV_TXN_1768,SAV_1013,2023-02-20,2023-02-20,INTEREST,727.8193288219416,7482.948316773788,COMPLETED,Regular savings transaction
SAV_TXN_1769,SAV_1013,2023-11-06,2023-11-06,DEPOSIT,632.2493793235719,4465.189962438197,COMPLETED,Regular savings transaction
SAV_TXN_1770,SAV_1013,2023-11-23,2023-11-23,WITHDRAWAL,55.635525316615094,10295.693263089492,COMPLETED,Regular savings transaction
SAV_TXN_1771,SAV_1013,2023-07-27,2023-07-27,DEPOSIT,569.102536964531,7717.93558792925,COMPLETED,Regular savings transaction
SAV_TXN_1772,SAV_1013,2023-10-03,2023-10-03,WITHDRAWAL,1006.9897049040426,15950.77686748627,COMPLETED,Regular savings transaction
SAV_TXN_1773,SAV_1013,2023-10-30,2023-10-30,TRANSFER,238.7005764770783,3923.523625758293,COMPLETED,Regular savings transaction
SAV_TXN_1774,SAV_1013,2023-05-28,2023-05-28,DEPOSIT,190.77205333339174,4664.093211177851,COMPLETED,Regular savings transaction
SAV_TXN_1775,SAV_1013,2023-05-11,2023-05-11,INTEREST,120.67501170413541,8032.318412945445,COMPLETED,Regular savings transaction
SAV_TXN_1776,SAV_1013,2023-04-12,2023-04-12,WITHDRAWAL,103.39983615586706,4969.59304117935,COMPLETED,Regular savings transaction
SAV_TXN_1777,SAV_1013,2023-12-23,2023-12-23,TRANSFER,1021.5999841063201,94648.38348413653,COMPLETED,Regular savings transaction
SAV_TXN_1778,SAV_1013,2023-09-18,2023-09-18,INTEREST,508.563475044066,28767.017489065376,COMPLETED,Regular savings transaction
SAV_TXN_1779,SAV_1013,2023-09-25,2023-09-25,TRANSFER,93.05591507268159,2887.1192835507245,COMPLETED,Regular savings transaction
SAV_TXN_1780,SAV_1013,2023-05-06,2023-05-06,DEPOSIT,254.40517646901455,8460.984919416429,COMPLETED,Regular savings transaction
SAV_TXN_1781,SAV_1013,2023-12-08,2023-12-08,DEPOSIT,137.7134131840059,15304.328176372252,COMPLETED,Regular savings transaction
SAV_TXN_1782,SAV_1013,2023-10-25,2023-10-25,WITHDRAWAL,674.3882209279774,1106.1739216569879,COMPLETED,Regular savings transaction
SAV_TXN_1783,SAV_1013,2023-11-24,2023-11-24,DEPOSIT,156.00215796738607,1701.232952435426,COMPLETED,Regular savings transaction
SAV_TXN_1784,SAV_1013,2023-08-13,2023-08-13,TRANSFER,318.0201180605181,50553.9326261081,COMPLETED,Regular savings transaction
SAV_TXN_1785,SAV_1013,2023-06-04,2023-06-04,WITHDRAWAL,772.4299174408575,12513.072674020477,COMPLETED,Regular savings transaction
SAV_TXN_1786,SAV_1013,2023-05-17,2023-05-17,TRANSFER,188.0275912787384,11016.24756914088,COMPLETED,Regular savings transaction
SAV_TXN_1787,SAV_1013,2023-10-31,2023-10-31,WITHDRAWAL,323.82456116985946,7224.291301259981,COMPLETED,Regular savings transaction
SAV_TXN_1788,SAV_1013,2023-12-09,2023-12-09,DEPOSIT,240.09597580350743,6747.883745068944,COMPLETED,Regular savings transaction
SAV_TXN_1789,SAV_1013,2023-12-10,2023-12-10,INTEREST,974.727607632718,13767.905177135228,COMPLETED,Regular savings transaction
SAV_TXN_1790,SAV_1013,2023-08-02,2023-08-02,INTEREST,250.2593863343968,2047.5421256736365,COMPLETED,Regular savings transaction
SAV_TXN_1791,SAV_1013,2023-10-25,2023-10-25,WITHDRAWAL,133.82600280641182,2363.522526370952,COMPLETED,Regular savings transaction
SAV_TXN_1792,SAV_1014,2023-06-08,2023-06-08,INTEREST,323.988534426808,8232.218611267814,COMPLETED,Regular savings transaction
SAV_TXN_1793,SAV_1014,2023-01-27,2023-01-27,DEPOSIT,1695.4121364858506,23429.633041899942,COMPLETED,Regular savings transaction
SAV_TXN_1794,SAV_1014,2023-01-10,2023-01-10,INTEREST,1844.8742474528997,6075.136031351917,COMPLETED,Regular savings transaction
SAV_TXN_1795,SAV_1014,2023-10-06,2023-10-06,TRANSFER,102.260531541384,14540.504729161825,COMPLETED,Regular savings transaction
SAV_TXN_1796,SAV_1014,2023-12-23,2023-12-23,INTEREST,193.12348006755337,1757.4030411817507,COMPLETED,Regular savings transaction
SAV_TXN_1797,SAV_1014,2023-04-18,2023-04-18,WITHDRAWAL,879.0009225069045,3206.7733647793434,COMPLETED,Regular savings transaction
SAV_TXN_1798,SAV_1014,2023-01-30,2023-01-30,TRANSFER,172.536623627051,10063.715725600701,COMPLETED,Regular savings transaction
SAV_TXN_1799,SAV_1014,2023-05-24,2023-05-24,INTEREST,570.9952610373315,13858.843031581917,COMPLETED,Regular savings transaction
SAV_TXN_1800,SAV_1014,2023-12-17,2023-12-17,TRANSFER,86.1120329535287,23085.16227600266,COMPLETED,Regular savings transaction
SAV_TXN_1801,SAV_1014,2023-04-07,2023-04-07,DEPOSIT,1448.1272758026955,2591.432628941579,COMPLETED,Regular savings transaction
SAV_TXN_1802,SAV_1014,2023-04-08,2023-04-08,INTEREST,1333.6705764564836,6406.815981513185,COMPLETED,Regular savings transaction
SAV_TXN_1803,SAV_1014,2023-08-26,2023-08-26,INTEREST,261.2960163480472,6216.316410675971,COMPLETED,Regular savings transaction
SAV_TXN_1804,SAV_1014,2023-05-21,2023-05-21,WITHDRAWAL,2260.603511546573,15344.095371345398,COMPLETED,Regular savings transaction
SAV_TXN_1805,SAV_1014,2023-12-16,2023-12-16,INTEREST,894.7030274809699,6090.72459957841,COMPLETED,Regular savings transaction
SAV_TXN_1806,SAV_1014,2023-03-10,2023-03-10,TRANSFER,396.3089715132086,19758.403682885233,COMPLETED,Regular savings transaction
SAV_TXN_1807,SAV_1014,2023-08-11,2023-08-11,DEPOSIT,428.8673304822837,4945.4920484013555,COMPLETED,Regular savings transaction
SAV_TXN_1808,SAV_1014,2023-11-21,2023-11-21,WITHDRAWAL,848.4217675822458,6581.672283329998,COMPLETED,Regular savings transaction
SAV_TXN_1809,SAV_1014,2023-09-27,2023-09-27,INTEREST,1099.1056480917666,13569.634978015114,COMPLETED,Regular savings transaction
SAV_TXN_1810,SAV_1014,2023-09-03,2023-09-03,DEPOSIT,288.3093721581903,16629.793863722763,COMPLETED,Regular savings transaction
SAV_TXN_1811,SAV_1014,2023-03-09,2023-03-09,TRANSFER,916.8178950853301,56722.64560739925,COMPLETED,Regular savings transaction
SAV_TXN_1812,SAV_1014,2023-04-21,2023-04-21,TRANSFER,82.82282658912003,1784.539114321511,COMPLETED,Regular savings transaction
SAV_TXN_1813,SAV_1014,2023-11-19,2023-11-19,DEPOSIT,404.6462293843688,137598.72791486478,COMPLETED,Regular savings transaction
SAV_TXN_1814,SAV_1014,2023-08-07,2023-08-07,INTEREST,792.6276132230175,31227.955074918973,COMPLETED,Regular savings transaction
SAV_TXN_1815,SAV_1014,2023-10-26,2023-10-26,DEPOSIT,1078.3639133985414,9783.782268900928,COMPLETED,Regular savings transaction
SAV_TXN_1816,SAV_1015,2023-12-07,2023-12-07,TRANSFER,374.4471936866154,16328.813428322646,COMPLETED,Regular savings transaction
SAV_TXN_1817,SAV_1015,2023-06-15,2023-06-15,WITHDRAWAL,1229.7532004613968,3088.7264446336144,COMPLETED,Regular savings transaction
SAV_TXN_1818,SAV_1015,2023-05-02,2023-05-02,TRANSFER,221.38479265016875,15632.006435015843,COMPLETED,Regular savings transaction
SAV_TXN_1819,SAV_1015,2023-04-14,2023-04-14,INTEREST,125.51180154612162,3790.6879507537874,COMPLETED,Regular savings transaction
SAV_TXN_1820,SAV_1015,2023-10-10,2023-10-10,TRANSFER,681.4326653346579,6658.638935784909,COMPLETED,Regular savings transaction
SAV_TXN_1821,SAV_1015,2023-08-16,2023-08-16,TRANSFER,135.38082906083355,3684.9166464449604,COMPLETED,Regular savings transaction
SAV_TXN_1822,SAV_1015,2023-11-03,2023-11-03,INTEREST,946.839520738382,5703.296036543234,COMPLETED,Regular savings transaction
SAV_TXN_1823,SAV_1015,2023-02-27,2023-02-27,INTEREST,215.0404355722733,4743.536062982776,COMPLETED,Regular savings transaction
SAV_TXN_1824,SAV_1015,2023-05-11,2023-05-11,WITHDRAWAL,316.30470904047013,19194.141008809944,COMPLETED,Regular savings transaction
SAV_TXN_1825,SAV_1015,2023-04-09,2023-04-09,TRANSFER,400.3886391335531,4708.57315004149,COMPLETED,Regular savings transaction
SAV_TXN_1826,SAV_1015,2023-10-20,2023-10-20,INTEREST,336.3796459108467,20796.9956741075,COMPLETED,Regular savings transaction
SAV_TXN_1827,SAV_1015,2023-10-12,2023-10-12,TRANSFER,1130.9589177118214,5659.898107259827,COMPLETED,Regular savings transaction
SAV_TXN_1828,SAV_1016,2023-02-10,2023-02-10,DEPOSIT,144.63120218859635,1533.651836304524,COMPLETED,Regular savings transaction
SAV_TXN_1829,SAV_1016,2023-10-06,2023-10-06,DEPOSIT,98.74574991570981,7330.2885535997675,COMPLETED,Regular savings transaction
SAV_TXN_1830,SAV_1016,2023-12-06,2023-12-06,INTEREST,722.0615933437529,4009.95759870471,COMPLETED,Regular savings transaction
SAV_TXN_1831,SAV_1016,2023-07-21,2023-07-21,INTEREST,699.3494455811924,63158.70045184584,COMPLETED,Regular savings transaction
SAV_TXN_1832,SAV_1016,2023-07-01,2023-07-01,TRANSFER,424.5612311565372,544.5953986364688,COMPLETED,Regular savings transaction
SAV_TXN_1833,SAV_1016,2023-05-18,2023-05-18,DEPOSIT,232.96120744664992,8715.865747816568,COMPLETED,Regular savings transaction
SAV_TXN_1834,SAV_1016,2023-11-05,2023-11-05,TRANSFER,741.7881250468627,33785.717103080926,COMPLETED,Regular savings transaction
SAV_TXN_1835,SAV_1016,2023-09-12,2023-09-12,DEPOSIT,640.4029505063112,24681.695918902777,COMPLETED,Regular savings transaction
SAV_TXN_1836,SAV_1016,2023-01-17,2023-01-17,TRANSFER,1080.8591047177822,5541.799660778546,COMPLETED,Regular savings transaction
SAV_TXN_1837,SAV_1016,2023-02-25,2023-02-25,TRANSFER,1285.6020725308313,5752.369048831527,COMPLETED,Regular savings transaction
SAV_TXN_1838,SAV_1016,2023-12-22,2023-12-22,TRANSFER,902.8010233674248,14937.43230053425,COMPLETED,Regular savings transaction
SAV_TXN_1839,SAV_1016,2023-04-27,2023-04-27,WITHDRAWAL,137.57235755711258,3108.8503100451226,COMPLETED,Regular savings transaction
SAV_TXN_1840,SAV_1016,2023-07-18,2023-07-18,TRANSFER,17.92618600786947,9818.329898774213,COMPLETED,Regular savings transaction
SAV_TXN_1841,SAV_1016,2023-11-02,2023-11-02,DEPOSIT,423.65776139460644,4303.578423307167,COMPLETED,Regular savings transaction
SAV_TXN_1842,SAV_1016,2023-08-07,2023-08-07,WITHDRAWAL,417.48981528423747,5246.025051249775,COMPLETED,Regular savings transaction
SAV_TXN_1843,SAV_1016,2023-05-25,2023-05-25,TRANSFER,194.87508277580528,31448.119040799425,COMPLETED,Regular savings transaction
SAV_TXN_1844,SAV_1016,2023-04-19,2023-04-19,DEPOSIT,1014.2957104206362,13996.69544476638,COMPLETED,Regular savings transaction
SAV_TXN_1845,SAV_1016,2023-12-23,2023-12-23,DEPOSIT,1417.5573294234305,15652.102466851453,COMPLETED,Regular savings transaction
SAV_TXN_1846,SAV_1016,2023-09-16,2023-09-16,WITHDRAWAL,15.630924599655382,4931.736004377507,COMPLETED,Regular savings transaction
SAV_TXN_1847,SAV_1016,2023-05-05,2023-05-05,INTEREST,96.07601876427503,4039.7266611899104,COMPLETED,Regular savings transaction
SAV_TXN_1848,SAV_1016,2023-10-01,2023-10-01,DEPOSIT,238.33353687876632,3044.6291035181357,COMPLETED,Regular savings transaction
SAV_TXN_1849,SAV_1016,2023-03-02,2023-03-02,TRANSFER,515.68341108317,9326.823055608205,COMPLETED,Regular savings transaction
SAV_TXN_1850,SAV_1016,2023-01-16,2023-01-16,INTEREST,135.24420625909812,6949.978550539424,COMPLETED,Regular savings transaction
SAV_TXN_1851,SAV_1016,2023-02-15,2023-02-15,INTEREST,175.85031033625555,6914.1319882482385,COMPLETED,Regular savings transaction
SAV_TXN_1852,SAV_1016,2023-05-13,2023-05-13,DEPOSIT,229.5138750975341,5323.782920323041,COMPLETED,Regular savings transaction
SAV_TXN_1853,SAV_1016,2023-04-30,2023-04-30,WITHDRAWAL,373.70058195832627,7706.614399329504,COMPLETED,Regular savings transaction
SAV_TXN_1854,SAV_1016,2023-01-19,2023-01-19,TRANSFER,1132.1037271641883,3781.172674237409,COMPLETED,Regular savings transaction
SAV_TXN_1855,SAV_1016,2023-04-05,2023-04-05,DEPOSIT,695.7844827820918,21615.97503022479,COMPLETED,Regular savings transaction
SAV_TXN_1856,SAV_1016,2023-07-18,2023-07-18,WITHDRAWAL,1287.994286161004,50685.93572034118,COMPLETED,Regular savings transaction
SAV_TXN_1857,SAV_1016,2023-07-04,2023-07-04,WITHDRAWAL,178.80175672908842,4039.9855271466413,COMPLETED,Regular savings transaction
SAV_TXN_1858,SAV_1016,2023-02-23,2023-02-23,WITHDRAWAL,576.9174532908511,5641.339322918654,COMPLETED,Regular savings transaction
SAV_TXN_1859,SAV_1016,2023-05-26,2023-05-26,INTEREST,390.5917115134509,6409.036893340568,COMPLETED,Regular savings transaction
SAV_TXN_1860,SAV_1016,2023-10-20,2023-10-20,TRANSFER,220.72933677216102,11391.734917243002,COMPLETED,Regular savings transaction
SAV_TXN_1861,SAV_1016,2023-02-03,2023-02-03,TRANSFER,385.60088049859877,12822.41020658843,COMPLETED,Regular savings transaction
SAV_TXN_1862,SAV_1016,2023-11-03,2023-11-03,INTEREST,879.2010285070959,18307.293316114283,COMPLETED,Regular savings transaction
SAV_TXN_1863,SAV_1016,2023-05-27,2023-05-27,TRANSFER,235.75488108559415,11888.278480774132,COMPLETED,Regular savings transaction
SAV_TXN_1864,SAV_1017,2023-04-28,2023-04-28,DEPOSIT,608.2119894600486,32658.195696339175,COMPLETED,Regular savings transaction
SAV_TXN_1865,SAV_1017,2023-12-06,2023-12-06,DEPOSIT,709.4525151130676,4293.535577377214,COMPLETED,Regular savings transaction
SAV_TXN_1866,SAV_1017,2023-01-10,2023-01-10,TRANSFER,1661.0880033225894,3530.3540429642935,COMPLETED,Regular savings transaction
SAV_TXN_1867,SAV_1017,2023-12-10,2023-12-10,WITHDRAWAL,681.3113781500932,43606.69927966844,COMPLETED,Regular savings transaction
SAV_TXN_1868,SAV_1017,2023-05-15,2023-05-15,WITHDRAWAL,529.0260433971159,19524.45256056807,COMPLETED,Regular savings transaction
SAV_TXN_1869,SAV_1017,2023-11-22,2023-11-22,DEPOSIT,833.6177955500494,16558.509829031464,COMPLETED,Regular savings transaction
SAV_TXN_1870,SAV_1017,2023-12-24,2023-12-24,DEPOSIT,1049.6805195353616,6117.1785496411385,COMPLETED,Regular savings transaction
SAV_TXN_1871,SAV_1017,2023-07-23,2023-07-23,INTEREST,1172.429262337337,18879.375308025858,COMPLETED,Regular savings transaction
SAV_TXN_1872,SAV_1017,2023-07-19,2023-07-19,INTEREST,590.7350097753775,1832.9881288654071,COMPLETED,Regular savings transaction
SAV_TXN_1873,SAV_1017,2023-01-23,2023-01-23,TRANSFER,1153.8151826769245,40179.22632674606,COMPLETED,Regular savings transaction
SAV_TXN_1874,SAV_1017,2023-12-03,2023-12-03,DEPOSIT,1531.2279901978432,4093.9018367639696,COMPLETED,Regular savings transaction
SAV_TXN_1875,SAV_1017,2023-09-20,2023-09-20,TRANSFER,1246.9906842383689,3725.0084129797324,COMPLETED,Regular savings transaction
SAV_TXN_1876,SAV_1017,2023-03-10,2023-03-10,WITHDRAWAL,218.58075313744197,4578.546057589793,COMPLETED,Regular savings transaction
SAV_TXN_1877,SAV_1017,2023-04-01,2023-04-01,WITHDRAWAL,3201.9250690579693,15337.949558671853,COMPLETED,Regular savings transaction
SAV_TXN_1878,SAV_1017,2023-07-20,2023-07-20,TRANSFER,94.27253442337911,12214.227147032132,COMPLETED,Regular savings transaction
SAV_TXN_1879,SAV_1017,2023-09-18,2023-09-18,TRANSFER,155.67297768560795,10356.721395632982,COMPLETED,Regular savings transaction
SAV_TXN_1880,SAV_1017,2023-06-20,2023-06-20,TRANSFER,940.0487642867853,9163.782222375743,COMPLETED,Regular savings transaction
SAV_TXN_1881,SAV_1017,2023-01-07,2023-01-07,WITHDRAWAL,108.58639169002976,12227.894438377853,COMPLETED,Regular savings transaction
SAV_TXN_1882,SAV_1017,2023-10-05,2023-10-05,DEPOSIT,362.4941214058969,6186.728938914671,COMPLETED,Regular savings transaction
SAV_TXN_1883,SAV_1017,2023-03-26,2023-03-26,DEPOSIT,330.62630733406,5062.919382916147,COMPLETED,Regular savings transaction
SAV_TXN_1884,SAV_1017,2023-06-29,2023-06-29,DEPOSIT,114.64689507288074,18650.36069719138,COMPLETED,Regular savings transaction
SAV_TXN_1885,SAV_1017,2023-05-28,2023-05-28,INTEREST,258.69593931584035,5220.64747344852,COMPLETED,Regular savings transaction
SAV_TXN_1886,SAV_1017,2023-10-11,2023-10-11,WITHDRAWAL,717.990727934949,7507.470184466819,COMPLETED,Regular savings transaction
SAV_TXN_1887,SAV_1017,2023-08-01,2023-08-01,WITHDRAWAL,738.7840394907345,1888.2056837572384,COMPLETED,Regular savings transaction
SAV_TXN_1888,SAV_1017,2023-09-19,2023-09-19,WITHDRAWAL,479.26920644071157,3075.0417089595308,COMPLETED,Regular savings transaction
SAV_TXN_1889,SAV_1017,2023-06-26,2023-06-26,INTEREST,113.29626555116178,8757.024136293672,COMPLETED,Regular savings transaction
SAV_TXN_1890,SAV_1017,2023-10-22,2023-10-22,DEPOSIT,63.04826221808528,24570.955223621764,COMPLETED,Regular savings transaction
SAV_TXN_1891,SAV_1017,2023-04-01,2023-04-01,DEPOSIT,276.7441827773109,6786.733898871524,COMPLETED,Regular savings transaction
SAV_TXN_1892,SAV_1017,2023-02-12,2023-02-12,INTEREST,1886.2200989250794,3279.619585211335,COMPLETED,Regular savings transaction
SAV_TXN_1893,SAV_1017,2023-05-12,2023-05-12,DEPOSIT,399.7957289283829,2837.1496385692967,COMPLETED,Regular savings transaction
SAV_TXN_1894,SAV_1017,2023-12-12,2023-12-12,WITHDRAWAL,3627.8417799065537,3495.91217230876,COMPLETED,Regular savings transaction
SAV_TXN_1895,SAV_1017,2023-10-11,2023-10-11,INTEREST,507.016479435213,3605.6721349457084,COMPLETED,Regular savings transaction
SAV_TXN_1896,SAV_1017,2023-01-28,2023-01-28,DEPOSIT,157.19815042718633,10258.443766079969,COMPLETED,Regular savings transaction
SAV_TXN_1897,SAV_1017,2023-07-06,2023-07-06,DEPOSIT,1305.759683619828,11358.888734157008,COMPLETED,Regular savings transaction
SAV_TXN_1898,SAV_1017,2023-09-04,2023-09-04,WITHDRAWAL,694.7845824881634,2376.242959276293,COMPLETED,Regular savings transaction
SAV_TXN_1899,SAV_1017,2023-03-25,2023-03-25,WITHDRAWAL,1199.7162373535443,2979.4769616980207,COMPLETED,Regular savings transaction
SAV_TXN_1900,SAV_1017,2023-10-03,2023-10-03,DEPOSIT,568.448152694473,15425.310061716444,COMPLETED,Regular savings transaction
SAV_TXN_1901,SAV_1017,2023-10-16,2023-10-16,TRANSFER,126.88242296587642,13047.721982807489,COMPLETED,Regular savings transaction
SAV_TXN_1902,SAV_1017,2023-06-23,2023-06-23,INTEREST,553.0750115090951,3891.5814494975816,COMPLETED,Regular savings transaction
SAV_TXN_1903,SAV_1017,2023-07-09,2023-07-09,WITHDRAWAL,166.49252902408085,22719.272173144633,COMPLETED,Regular savings transaction
SAV_TXN_1904,SAV_1017,2023-07-06,2023-07-06,WITHDRAWAL,335.5330524425154,28349.216062056414,COMPLETED,Regular savings transaction
SAV_TXN_1905,SAV_1017,2023-06-20,2023-06-20,DEPOSIT,576.2280481303076,1607.9876534276154,COMPLETED,Regular savings transaction
SAV_TXN_1906,SAV_1017,2023-07-22,2023-07-22,WITHDRAWAL,74.15963147505019,3552.919436632403,COMPLETED,Regular savings transaction
SAV_TXN_1907,SAV_1017,2023-02-15,2023-02-15,DEPOSIT,277.21166008039967,9653.289576328054,COMPLETED,Regular savings transaction
SAV_TXN_1908,SAV_1017,2023-09-08,2023-09-08,DEPOSIT,843.0496389953825,24408.19820868519,COMPLETED,Regular savings transaction
SAV_TXN_1909,SAV_1017,2023-12-23,2023-12-23,INTEREST,788.4534120635407,3942.13287660404,COMPLETED,Regular savings transaction
SAV_TXN_1910,SAV_1017,2023-03-01,2023-03-01,DEPOSIT,511.45814825286493,5764.124982596265,COMPLETED,Regular savings transaction
SAV_TXN_1911,SAV_1017,2023-05-27,2023-05-27,WITHDRAWAL,290.10116589377515,12040.190094173618,COMPLETED,Regular savings transaction
SAV_TXN_1912,SAV_1017,2023-03-24,2023-03-24,WITHDRAWAL,459.8742158427433,5065.136058579246,COMPLETED,Regular savings transaction
SAV_TXN_1913,SAV_1017,2023-03-23,2023-03-23,TRANSFER,77.3535350179751,9834.90867814148,COMPLETED,Regular savings transaction
SAV_TXN_1914,SAV_1017,2023-03-12,2023-03-12,TRANSFER,2246.0375641542655,3157.7326562723374,COMPLETED,Regular savings transaction
SAV_TXN_1915,SAV_1017,2023-03-07,2023-03-07,DEPOSIT,146.39122069486817,2889.549569545656,COMPLETED,Regular savings transaction
SAV_TXN_1916,SAV_1017,2023-01-22,2023-01-22,WITHDRAWAL,335.46183983862653,18015.03522183858,COMPLETED,Regular savings transaction
SAV_TXN_1917,SAV_1017,2023-03-15,2023-03-15,TRANSFER,185.4485189075821,8006.9922084716945,COMPLETED,Regular savings transaction
SAV_TXN_1918,SAV_1017,2023-03-04,2023-03-04,DEPOSIT,358.9937500258272,52717.09600396871,COMPLETED,Regular savings transaction
SAV_TXN_1919,SAV_1017,2023-11-10,2023-11-10,WITHDRAWAL,226.7011963010382,2861.872459114556,COMPLETED,Regular savings transaction
SAV_TXN_1920,SAV_1017,2023-01-20,2023-01-20,WITHDRAWAL,3757.6271927760545,4759.534701684663,COMPLETED,Regular savings transaction
SAV_TXN_1921,SAV_1017,2023-11-18,2023-11-18,INTEREST,1017.9426345486942,8576.683320578153,COMPLETED,Regular savings transaction
SAV_TXN_1922,SAV_1017,2023-10-05,2023-10-05,INTEREST,571.1065510851279,16090.394635985189,COMPLETED,Regular savings transaction
SAV_TXN_1923,SAV_1017,2023-09-02,2023-09-02,DEPOSIT,547.3914102121494,4243.696009642,COMPLETED,Regular savings transaction
SAV_TXN_1924,SAV_1017,2023-04-09,2023-04-09,DEPOSIT,208.12646753271235,6456.390291876186,COMPLETED,Regular savings transaction
SAV_TXN_1925,SAV_1017,2023-02-11,2023-02-11,DEPOSIT,1953.7655417295493,14976.049977552655,COMPLETED,Regular savings transaction
SAV_TXN_1926,SAV_1017,2023-06-09,2023-06-09,WITHDRAWAL,936.0641631618118,16562.85047869545,COMPLETED,Regular savings transaction
